____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Sat Oct  8 09:44:02 2022

Kernel Version;Linux version 5.4.0-104-generic
System Name;pc-i440fx-4.1
CPU Information;4 Intel Xeon Processor (Skylake)
OS Information;Ubuntu 20.04.4 LTS

Target: 1 units/s;System:  72.1 wakeup/s;CPU:  0.2% usage;GPU: 0 ops/s;GFX: 0 wakeups/s;VFS: 0 ops/s;

____________________________________________________________________
 *  *  *   Top 10 Power Consumers   *  *  *

Usage;Events/s;Category;Description;PW Estimate
  0.0%; 14.0;Process;[PID 8761] /usr/bin/containerd ; 55.5 mW  
  0.0%; 13.1;Timer;tick_sched_timer; 51.7 mW  
  0.0%; 11.9;Process;[PID 8768] /usr/bin/containerd ; 47.7 mW  
  0.0%;  6.3;Timer;hrtimer_wakeup; 25.1 mW  
  0.0%;  5.7;Process;[PID 11] [rcu_sched]; 22.7 mW  
  0.0%;  5.7;kWork;psi_avgs_work; 22.7 mW  
  0.0%;  3.5;Process;[PID 8766] /usr/bin/containerd ; 14.2 mW  
  0.0%;  2.5;Interrupt;[4] block(softirq); 9.76 mW  
  0.0%;  2.0;Process;[PID 16714] /usr/bin/python3 /usr/bin/flask run --host=0.0.0.0 -p 8000 ; 8.08 mW  
  0.0%;  2.0;Process;[PID 525] /sbin/multipathd -d -s ; 7.97 mW  

____________________________________________________________________
 *  *  *   Processor Idle State Report   *  *  *

Package;0
;
;
;

CPU;0
CPU;1
CPU;2
CPU;3
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

CPU 0
Idle; 100.0% 
CPU 1
Idle; 100.0% 
CPU 2
Idle; 100.0% 
CPU 3
Idle; 100.0% 
;
;
;
;
;
;
;
;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
164.7 us/s; 14.0;;;;Process;[PID 8761] /usr/bin/containerd ; 55.5 mW  
 88.1 us/s; 13.1;;;;Timer;tick_sched_timer; 51.7 mW  
347.8 us/s; 11.9;;;;Process;[PID 8768] /usr/bin/containerd ; 47.7 mW  
228.2 us/s;  6.3;;;;Timer;hrtimer_wakeup; 25.1 mW  
 27.3 us/s;  5.7;;;;Process;[PID 11] [rcu_sched]; 22.7 mW  
 23.9 us/s;  5.7;;;;kWork;psi_avgs_work; 22.7 mW  
182.8 us/s;  3.5;;;;Process;[PID 8766] /usr/bin/containerd ; 14.2 mW  
 14.2 us/s;  2.5;;;;Interrupt;[4] block(softirq); 9.76 mW  
114.8 us/s;  2.0;;;;Process;[PID 16714] /usr/bin/python3 /usr/bin/flask run --host=0.0.0.0 -p 8000 ; 8.08 mW  
 43.6 us/s;  2.0;;;;Process;[PID 525] /sbin/multipathd -d -s ; 7.97 mW  
158.8 us/s;  1.1;;;;Process;[PID 17906] ifstat -n -t -w -i eth0 ; 4.72 mW  
  3.3 us/s;  0.6;;;;kWork;blk_mq_requeue_work; 2.37 mW  
  7.8 us/s;  0.3;;;;kWork;wb_workfn; 1.33 mW  
 21.9 us/s; 0.27;;;;Process;[PID 521] /sbin/multipathd -d -s ; 1.09 mW  
  7.4 us/s; 0.27;;;;Process;[PID 10358] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
  4.0 us/s; 0.27;;;;Process;[PID 10355] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
  3.6 us/s; 0.27;;;;kWork;blk_mq_run_work_fn; 1.06 mW  
  2.4 us/s; 0.27;;;;Timer;sched_rt_period_timer; 1.06 mW  
 35.3 us/s; 0.20;;;;Process;[PID 554] /lib/systemd/systemd-timesyncd ;  845 uW  
  9.1 us/s; 0.20;;;;Process;[PID 791] /usr/lib/accountsservice/accounts-daemon ;  804 uW  
  5.0 us/s; 0.20;;;;Timer;watchdog_timer_fn;  798 uW  
  0.6 us/s; 0.20;;;;kWork;blk_mq_timeout_work;  791 uW  
 81.9 us/s; 0.13;;;;Process;[PID 17746] powertop --csv=/data/metrics/power.csv --time=15 --iteration=1000 ;  654 uW  
 34.4 us/s; 0.13;;;;Process;[PID 784] /usr/sbin/irqbalance --foreground ;  580 uW  
191.3 us/s; 0.07;;;;kWork;gc_worker;  562 uW  
 13.9 us/s; 0.13;;;;Process;[PID 1899] [jbd2/sda1-8];  548 uW  
  7.0 us/s; 0.13;;;;Process;[PID 297] [jbd2/vda1-8];  538 uW  
  4.0 us/s; 0.13;;;;Process;[PID 10378] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ;  533 uW  
  0.3 us/s; 0.13;;;;kWork;neigh_periodic_work;  527 uW  
117.3 us/s; 0.07;;;;Interrupt;[1] timer(softirq);  446 uW  
282.9 us/s;;;;;Timer;rh_timer_func;  441 uW  
  5.8 us/s; 0.07;;;;kWork;vmstat_shepherd;  272 uW  
  3.2 us/s; 0.07;;;;Interrupt;[3] net_rx(softirq);  268 uW  
  2.3 us/s; 0.07;;;;Timer;timerfd_tmrproc;  267 uW  
  0.5 us/s; 0.07;;;;Process;[PID 24] [ksoftirqd/2];  264 uW  
  0.2 us/s; 0.07;;;;kWork;check_lifetime;  264 uW  
 96.3 us/s;;;;;Timer;tw_timer_handler;  150 uW  
 95.8 us/s;;;;;Interrupt;[7] sched(softirq);  149 uW  
 57.2 us/s;;;;;Interrupt;[9] RCU(softirq);    0 mW  
 51.1 us/s;;;;;Timer;delayed_work_timer_fn;    0 mW  
 32.2 us/s;;;;;Process;[PID 111] [kworker/u8:2];    0 mW  
 23.0 us/s;;;;;Process;[PID 776] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ;    0 mW  
 17.9 us/s;;;;;Process;[PID 98] [kworker/2:1];    0 mW  
 14.8 us/s;;;;;Timer;process_timeout;    0 mW  
 14.1 us/s;;;;;Process;[PID 17431] [kworker/1:0];    0 mW  
 13.4 us/s;;;;;Process;[PID 100] [kworker/3:1];    0 mW  
  8.6 us/s;;;;;Timer;blk_stat_timer_fn;    0 mW  
  8.4 us/s;;;;;Process;[PID 17409] [kworker/0:3];    0 mW  
  6.2 us/s;;;;;Timer;clocksource_watchdog;    0 mW  
  4.7 us/s;;;;;kWork;vmstat_update;    0 mW  
  2.8 us/s;;;;;Interrupt;[25] virtio2-req.0;    0 mW  
  2.7 us/s;;;;;Process;[PID 185] [kworker/3:1H];    0 mW  
  2.7 us/s;;;;;Process;[PID 12] [migration/0];    0 mW  
  2.4 us/s;;;;;Process;[PID 296] [kworker/2:1H];    0 mW  
  1.6 us/s;;;;;Process;[PID 23] [migration/2];    0 mW  
  1.3 us/s;;;;;Process;[PID 17] [migration/1];    0 mW  
  1.2 us/s;;;;;Interrupt;[29] virtio0-request;    0 mW  
  1.2 us/s;;;;;Timer;blk_rq_timed_out_timer;    0 mW  
  0.9 us/s;;;;;Process;[PID 29] [migration/3];    0 mW  
  0.6 us/s;;;;;Timer;writeout_period;    0 mW  
  0.5 us/s;;;;;Timer;commit_timeout;    0 mW  
  0.2 us/s;;;;;Interrupt;[32] virtio1-output.0;    0 mW  
  0.2 us/s;;;;;Interrupt;[31] virtio1-input.0;    0 mW  
  0.2 us/s;;;;;Timer;neigh_timer_handler;    0 mW  
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;


The system baseline power is estimated at:  289 m W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
  0.3%;CPU misc;  289 mW   
  0.3%;CPU core;    0 mW   
  0.3%;DRAM;    0 mW   
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;USB device: UHCI Host Controller;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
  0.1 pkts/s;Network interface: eth0 (virtio_net);           
  0.0%;runtime-QEMU0002:00;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-i8042;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0 pkts/s;nic:docker0;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
